AGE,DRIVINGEXPERIENCE,CREDITSCORE,ANNUALMILEAGE,VEHICLEOWNERSHIP,VEHICLEMANUFACTURE,CLAIM
51,20-29y,0.3451830367277076,15000.0,yes,since2015,0
68,10-19y,0.5812195904222602,9000.0,no,before2015,1
28,10-19y,0.332932445645567,12000.0,no,before2015,0
35,0-9y,0.5269725998709889,9000.0,yes,before2015,1
63,0-9y,0.4958652916452254,13000.0,no,since2015,1
38,10-19y,0.3216412224769529,10000.0,no,before2015,1
65,30+y,0.5861296763368554,10000.0,yes,since2015,0
32,10-19y,0.4563629649443308,9000.0,no,before2015,1
66,30+y,0.6034148000738244,5000.0,yes,before2015,0
22,0-9y,0.2510366998612605,14000.0,no,before2015,1
19,0-9y,0.3510593815269549,16000.0,no,since2015,1
71,10-19y,0.401791816930945,11000.0,yes,before2015,0
42,0-9y,0.4629179029369282,13000.0,yes,before2015,1
20,0-9y,0.584410230882218,14000.0,yes,before2015,1
53,10-19y,0.6621741504322499,13000.0,yes,since2015,0
38,10-19y,0.6868096809121429,10000.0,yes,before2015,0
16,0-9y,0.4440054619901436,16000.0,no,before2015,1
73,30+y,0.7837306862364176,8000.0,no,before2015,0
46,20-29y,0.4060931476593959,14000.0,yes,before2015,0
32,10-19y,0.5103828246087652,8000.0,no,before2015,0
46,20-29y,0.6641141721366366,8000.0,yes,before2015,0
74,30+y,0.4676528882912088,11000.0,yes,since2015,0
33,10-19y,0.4100668478943091,12000.0,yes,before2015,0
17,0-9y,0.1694065530970372,14000.0,no,before2015,1
46,20-29y,0.7538549039843241,12000.0,yes,since2015,0
66,30+y,0.708984110429289,12000.0,yes,before2015,0
71,20-29y,0.3140366583099796,13000.0,yes,before2015,0
33,0-9y,0.4456374212438535,15000.0,yes,before2015,1
72,20-29y,0.538423701629647,12000.0,yes,before2015,0
38,10-19y,0.6800632519161529,12000.0,yes,before2015,0
68,30+y,0.6252551047182723,5000.0,no,since2015,0
34,10-19y,0.5789086394845918,9000.0,yes,before2015,0
34,0-9y,0.4905686431114045,13000.0,yes,before2015,0
62,20-29y,0.7235892424829731,12000.0,yes,since2015,0
59,0-9y,0.7477807628275938,12000.0,yes,since2015,0
65,10-19y,0.6331253784372326,9000.0,yes,before2015,0
44,20-29y,0.4275608354586653,14000.0,no,before2015,0
53,20-29y,0.4175859096253334,17000.0,no,before2015,0
70,30+y,0.4335788270627034,9000.0,no,before2015,0
30,10-19y,0.2939442709464665,15000.0,no,before2015,1
29,10-19y,0.7537068295963879,14000.0,yes,before2015,1
66,30+y,0.5653739995178882,8000.0,yes,before2015,0
47,20-29y,0.6992068026332687,9000.0,yes,before2015,0
47,0-9y,0.6759014187945687,15000.0,no,before2015,1
60,20-29y,0.5819448753476587,16000.0,yes,since2015,0
65,30+y,0.5579938528070139,8000.0,yes,since2015,0
71,0-9y,0.5761218348559991,13000.0,no,before2015,1
35,10-19y,0.2000544061533787,13000.0,no,before2015,0
18,0-9y,0.2877081919505582,16000.0,no,before2015,0
58,10-19y,0.5479344934453008,10000.0,yes,before2015,0
39,10-19y,0.5660095062977862,12000.0,yes,before2015,0
18,0-9y,0.2942476343306913,15000.0,yes,before2015,0
20,0-9y,0.528252123724409,14000.0,yes,before2015,1
73,30+y,0.6247325793532983,11000.0,yes,since2015,0
29,10-19y,0.7645391467624049,7000.0,yes,before2015,0
23,0-9y,0.5358175849673692,15000.0,no,before2015,1
37,10-19y,0.3607985341463078,16000.0,yes,before2015,0
27,10-19y,0.3593490144752712,13000.0,no,before2015,1
16,0-9y,0.3698460345206058,14000.0,no,before2015,1
72,10-19y,0.7725842396081845,16000.0,no,before2015,1
51,0-9y,0.6208050516360596,13000.0,yes,since2015,0
51,20-29y,0.5377571686257666,11000.0,yes,before2015,0
62,20-29y,0.5823559985127149,12000.0,yes,since2015,0
31,10-19y,0.6944868066429871,12000.0,yes,since2015,0
39,0-9y,0.2921921490656985,12000.0,no,since2015,0
74,20-29y,0.6406213074929796,12000.0,yes,before2015,0
26,10-19y,0.3688705897717839,13000.0,yes,before2015,0
36,10-19y,0.3897883988501614,15000.0,yes,since2015,0
48,20-29y,0.6636630728417405,8000.0,yes,since2015,0
31,10-19y,0.3752825494625618,16000.0,yes,since2015,1
43,20-29y,0.6518121915052597,7000.0,yes,since2015,0
20,0-9y,0.6531145655351576,10000.0,yes,before2015,1
66,30+y,0.4877163705214293,14000.0,yes,before2015,0
70,30+y,0.7347168609010569,14000.0,yes,before2015,0
48,20-29y,0.4326072305459561,11000.0,yes,before2015,0
19,0-9y,0.4082489900846957,11000.0,no,before2015,1
26,10-19y,0.7139746286419786,11000.0,yes,before2015,0
26,10-19y,0.4744424816375184,16000.0,yes,before2015,1
45,20-29y,0.5777847889982202,12000.0,no,before2015,0
55,10-19y,0.5045828282314394,9000.0,yes,before2015,0
25,0-9y,0.3403461714413165,12000.0,yes,since2015,0
22,0-9y,0.5337722655596098,13000.0,no,before2015,1
38,0-9y,0.6366828182690416,10000.0,no,since2015,1
48,20-29y,0.4544469195392025,15000.0,yes,before2015,0
34,10-19y,0.5120008207104843,11000.0,no,before2015,1
63,20-29y,0.3644138664579334,7000.0,no,before2015,0
69,10-19y,0.8573570012255691,9000.0,no,before2015,1
35,10-19y,0.535622682575498,9000.0,yes,since2015,0
67,30+y,0.6700081778757916,11000.0,yes,before2015,0
47,20-29y,0.7086117611504978,9000.0,yes,before2015,0
54,10-19y,0.6417202482487389,10000.0,no,before2015,0
56,0-9y,0.4504891385915822,12000.0,yes,before2015,0
19,0-9y,0.4578980654711784,13000.0,no,before2015,1
28,0-9y,0.2947766518672688,11000.0,no,before2015,1
39,10-19y,0.4702667725463446,8000.0,yes,before2015,0
32,10-19y,0.3448138443032327,14000.0,yes,before2015,0
56,10-19y,0.5520183886629846,13000.0,yes,since2015,0
34,10-19y,0.4252811553799311,14000.0,no,since2015,0
37,10-19y,0.5951810837458443,12000.0,no,before2015,0
46,0-9y,0.6004551641841693,12000.0,yes,before2015,1
71,30+y,0.6830716682406902,6000.0,yes,before2015,0
40,0-9y,0.4112607340361535,11000.0,no,before2015,1
36,10-19y,0.4862485671686249,9000.0,yes,before2015,0
57,10-19y,0.6631350934617573,12000.0,yes,before2015,0
25,0-9y,0.54128087074694,14000.0,no,before2015,1
41,20-29y,0.8259127336694695,10000.0,yes,since2015,0
29,10-19y,0.4327990376137225,13000.0,yes,before2015,0
31,10-19y,0.6531346805952563,10000.0,no,before2015,1
66,20-29y,0.6585698019422619,12000.0,yes,before2015,0
42,20-29y,0.3776521180272241,11000.0,yes,before2015,0
62,20-29y,0.6114283704412116,13000.0,yes,since2015,0
46,20-29y,0.5300029601626921,8000.0,no,before2015,0
16,0-9y,0.6658044484751473,11000.0,yes,since2015,0
67,10-19y,0.6764470887101591,11000.0,yes,since2015,0
27,10-19y,0.5418672821303814,6000.0,no,before2015,0
50,20-29y,0.5773390893127768,11000.0,yes,before2015,0
55,20-29y,0.6754294019276363,8000.0,yes,since2015,0
30,10-19y,0.6175130394101569,14000.0,yes,since2015,1
44,10-19y,0.5749994535452866,11000.0,no,before2015,1
30,0-9y,0.6238790577275641,16000.0,yes,since2015,0
28,10-19y,0.7955568213583091,17000.0,yes,before2015,1
41,10-19y,0.5926096840740965,13000.0,no,before2015,0
55,0-9y,0.4720291922931867,9000.0,yes,since2015,1
70,30+y,0.6288764873080216,7000.0,yes,before2015,0
38,10-19y,0.4964996457402483,11000.0,yes,before2015,1
74,30+y,0.6542716199084817,9000.0,yes,since2015,0
73,10-19y,0.5411171526670346,7000.0,no,since2015,1
44,20-29y,0.6711526308625162,13000.0,yes,before2015,0
36,10-19y,0.5836264756827344,11000.0,yes,before2015,0
67,30+y,0.6349648687817423,14000.0,yes,since2015,0
25,0-9y,0.2887835942837985,15000.0,no,before2015,1
46,10-19y,0.5464771405777197,9000.0,yes,before2015,0
20,0-9y,0.2469505160422721,9000.0,no,before2015,1
36,10-19y,0.6650377664996788,16000.0,yes,since2015,0
61,10-19y,0.4253726168466054,9000.0,no,since2015,0
21,0-9y,0.3360517759929724,12000.0,yes,before2015,1
19,0-9y,0.3928280180316749,16000.0,yes,before2015,1
33,10-19y,0.4993148108076061,17000.0,yes,since2015,0
73,30+y,0.6773942647724964,14000.0,yes,before2015,1
39,10-19y,0.3730878422592478,11000.0,no,before2015,1
41,20-29y,0.6154684595384661,11000.0,yes,since2015,0
22,0-9y,0.3976377563353084,10000.0,no,before2015,1
56,10-19y,0.6770587526543413,7000.0,no,before2015,0
71,30+y,0.4681964499145391,7000.0,yes,since2015,0
65,20-29y,0.6119055041598039,13000.0,yes,before2015,0
69,30+y,0.6977579641522408,13000.0,yes,since2015,0
34,10-19y,0.5969627792495601,11000.0,yes,since2015,0
59,20-29y,0.5599157372912646,17000.0,yes,since2015,0
48,20-29y,0.6003341486734926,14000.0,no,before2015,0
32,10-19y,0.2902069116355317,16000.0,no,before2015,1
48,20-29y,0.5468430438250886,9000.0,no,before2015,0
42,10-19y,0.4994842253450598,13000.0,no,before2015,0
47,20-29y,0.6128967758260766,13000.0,yes,since2015,0
51,0-9y,0.3913905444971415,14000.0,yes,before2015,0
64,20-29y,0.4889530344800872,18000.0,yes,before2015,0
53,20-29y,0.5962166787982206,9000.0,yes,since2015,0
32,10-19y,0.3288220420707868,14000.0,yes,before2015,0
61,20-29y,0.7326876616299971,11000.0,yes,since2015,0
67,0-9y,0.5944769038293404,14000.0,no,since2015,0
25,0-9y,0.239237292465458,15000.0,no,since2015,0
29,0-9y,0.654758523557963,11000.0,yes,before2015,1
74,30+y,0.5944585157381121,14000.0,yes,before2015,0
62,20-29y,0.545037688684192,12000.0,yes,before2015,0
17,0-9y,0.4243746466627321,15000.0,yes,before2015,1
19,0-9y,0.2924216807627052,12000.0,no,before2015,1
48,20-29y,0.6000895688751031,10000.0,yes,before2015,0
16,0-9y,0.2795792338887905,7000.0,yes,before2015,1
36,0-9y,0.3618763212555671,9000.0,no,before2015,1
59,20-29y,0.5595152009839386,10000.0,yes,before2015,0
39,10-19y,0.2292753633984657,8000.0,yes,before2015,0
67,30+y,0.6360258083796877,11000.0,no,before2015,0
31,10-19y,0.4920460979337053,12000.0,yes,before2015,0
65,20-29y,0.6645208041519342,10000.0,yes,before2015,1
63,20-29y,0.5134071870775959,10000.0,yes,since2015,0
62,20-29y,0.4144222255873609,14000.0,yes,since2015,0
39,10-19y,0.3383206685980323,15000.0,yes,before2015,0
27,10-19y,0.5838111791901199,11000.0,yes,before2015,0
31,10-19y,0.8110580664014475,9000.0,yes,since2015,0
28,10-19y,0.6165478094400887,16000.0,no,since2015,0
26,10-19y,0.6939218716430463,11000.0,no,before2015,1
60,20-29y,0.6872984522417026,12000.0,yes,since2015,0
69,30+y,0.5996956646686804,13000.0,no,before2015,0
25,0-9y,0.6932730562505753,15000.0,yes,before2015,0
70,30+y,0.5657720983137879,10000.0,yes,before2015,0
30,0-9y,0.6573121349168785,13000.0,no,since2015,0
38,0-9y,0.5238648570285495,9000.0,yes,since2015,0
52,20-29y,0.3637436901420261,11000.0,yes,before2015,0
24,0-9y,0.4861063085385872,5000.0,yes,before2015,0
42,20-29y,0.4743964121917534,13000.0,no,before2015,0
44,10-19y,0.4315068771925517,15000.0,yes,before2015,1
33,10-19y,0.5746291487013679,14000.0,yes,since2015,0
56,0-9y,0.6069088408199534,10000.0,yes,before2015,0
27,0-9y,0.6597415729056748,13000.0,yes,since2015,0
20,0-9y,0.5468524546537378,15000.0,no,since2015,1
37,0-9y,0.6331577699602148,3000.0,yes,before2015,1
66,20-29y,0.6404256230186519,10000.0,yes,since2015,0
54,20-29y,0.4712685598165698,7000.0,yes,before2015,0
59,10-19y,0.7699371488819384,7000.0,no,since2015,1
66,30+y,0.5127228689047442,14000.0,yes,since2015,0
57,0-9y,0.8650769553530809,8000.0,yes,since2015,0
18,0-9y,0.6124684841669664,4000.0,yes,since2015,0
24,0-9y,0.5092867506873217,13000.0,no,before2015,1
32,10-19y,0.2256597356116017,15000.0,no,before2015,1
59,20-29y,0.4374925466030241,11000.0,no,since2015,0
63,0-9y,0.518143953834333,11000.0,yes,before2015,1
53,20-29y,0.6303391775678869,5000.0,yes,since2015,0
39,10-19y,0.3452102040241184,19000.0,yes,before2015,0
23,0-9y,0.5559327515948029,12000.0,yes,before2015,1
24,0-9y,0.4575970504976258,15000.0,yes,before2015,0
16,0-9y,0.6513183939456508,13000.0,no,before2015,1
39,10-19y,0.5909761364191773,14000.0,yes,since2015,0
29,10-19y,0.4342809975252036,11000.0,yes,before2015,0
26,10-19y,0.3009812918467103,5000.0,no,before2015,1
37,10-19y,0.4474790749771535,9000.0,no,before2015,0
43,20-29y,0.51038152684021,15000.0,yes,before2015,0
69,30+y,0.3974021678163336,11000.0,yes,since2015,0
74,30+y,0.7810158108961347,10000.0,yes,before2015,0
50,20-29y,0.3171815759117624,15000.0,yes,before2015,0
47,20-29y,0.5873143657537631,13000.0,yes,before2015,0
70,30+y,0.7347563670775583,6000.0,yes,before2015,0
73,20-29y,0.5083976199576173,10000.0,yes,before2015,0
71,0-9y,0.5765068305992592,14000.0,yes,before2015,1
67,30+y,0.7286601324813126,9000.0,yes,since2015,0
24,0-9y,0.4712409125588638,12000.0,yes,before2015,1
31,10-19y,0.3555009229375722,12000.0,no,before2015,0
49,20-29y,0.5849341635897704,7000.0,no,before2015,0
27,10-19y,0.3955453580326143,12000.0,yes,before2015,0
27,10-19y,0.5409513034660882,18000.0,yes,before2015,0
28,10-19y,0.4505246603167246,11000.0,yes,before2015,0
74,30+y,0.6275676333855695,13000.0,yes,before2015,0
36,10-19y,0.8526945253806033,13000.0,yes,before2015,0
31,10-19y,0.5708669818485634,14000.0,yes,since2015,0
38,10-19y,0.5035263513409084,15000.0,yes,before2015,1
38,10-19y,0.6058083800020564,12000.0,yes,before2015,1
32,10-19y,0.7139073299346723,8000.0,yes,since2015,0
46,20-29y,0.4180525498107537,11000.0,yes,before2015,0
31,0-9y,0.6037070998428994,17000.0,no,before2015,1
71,10-19y,0.584608456109682,13000.0,no,before2015,0
41,20-29y,0.7658383224497411,14000.0,yes,before2015,0
30,10-19y,0.3195459210267399,11000.0,no,before2015,1
22,0-9y,0.2621006909187042,14000.0,yes,before2015,0
39,10-19y,0.4856002685685674,12000.0,yes,before2015,1
49,20-29y,0.6113387710090395,11000.0,yes,before2015,0
24,0-9y,0.3482717006159108,8000.0,no,before2015,0
16,0-9y,0.2359715462607108,18000.0,yes,before2015,0
27,0-9y,0.4060786898349925,13000.0,no,before2015,1
73,30+y,0.573339898568441,10000.0,yes,before2015,0
41,20-29y,0.6110940512740566,10000.0,yes,before2015,0
39,10-19y,0.6712216702067488,17000.0,yes,before2015,1
16,0-9y,0.3753627061617993,14000.0,no,since2015,0
71,30+y,0.5617405020058411,14000.0,yes,since2015,0
18,0-9y,0.548657389784573,16000.0,yes,before2015,1
70,30+y,0.6050525422768438,11000.0,yes,since2015,0
25,0-9y,0.2928223358851285,10000.0,no,before2015,1
66,10-19y,0.6066589529874641,12000.0,yes,before2015,1
38,0-9y,0.5358403859005467,12000.0,yes,before2015,0
74,30+y,0.7383996023443815,16000.0,yes,since2015,0
22,0-9y,0.3833147491990453,15000.0,yes,before2015,1
39,10-19y,0.4952767419940733,12000.0,yes,before2015,1
16,0-9y,0.4009780682608883,15000.0,yes,since2015,0
67,30+y,0.5777705296614133,12000.0,yes,since2015,0
35,10-19y,0.8327923827915409,14000.0,yes,before2015,0
40,10-19y,0.4359576015508167,9000.0,yes,since2015,0
22,0-9y,0.4779712932320399,14000.0,no,before2015,1
62,20-29y,0.4501764104829549,12000.0,no,since2015,0
42,0-9y,0.5321225124933344,16000.0,no,before2015,1
36,10-19y,0.5351371977032543,12000.0,yes,before2015,0
59,0-9y,0.6170336467528514,10000.0,no,before2015,1
50,0-9y,0.5786031306097281,12000.0,yes,before2015,1
27,10-19y,0.5571804876973983,15000.0,no,before2015,0
71,30+y,0.7494278169433513,9000.0,yes,since2015,0
34,0-9y,0.3595385199642436,9000.0,yes,before2015,0
32,10-19y,0.7492616372893721,13000.0,yes,before2015,0
25,0-9y,0.1573968220490889,15000.0,yes,before2015,0
16,0-9y,0.4724195112793811,11000.0,no,before2015,1
19,0-9y,0.265255675128123,14000.0,no,before2015,1
30,10-19y,0.6175759911698873,15000.0,yes,since2015,0
72,20-29y,0.4308247424408329,5000.0,yes,since2015,0
32,0-9y,0.3805381145497736,10000.0,no,before2015,1
33,0-9y,0.395930988823429,11000.0,no,before2015,0
67,20-29y,0.5614435674391676,8000.0,yes,since2015,0
69,30+y,0.5336770829727767,7000.0,yes,since2015,0
40,10-19y,0.4876152902483951,9000.0,yes,before2015,0
51,10-19y,0.1853336147606677,14000.0,yes,since2015,0
22,0-9y,0.4085902360965293,15000.0,yes,before2015,1
18,0-9y,0.6249809168792333,18000.0,yes,since2015,0
67,0-9y,0.6095431989409578,10000.0,yes,before2015,1
67,20-29y,0.6465297264942811,6000.0,yes,before2015,0
55,10-19y,0.7281988113253196,7000.0,no,before2015,0
61,20-29y,0.4266129328847592,9000.0,no,before2015,0
18,0-9y,0.4693514628560762,7000.0,yes,before2015,0
40,20-29y,0.6874928008429386,8000.0,yes,since2015,0
65,10-19y,0.6353269734201827,11000.0,yes,before2015,0
18,0-9y,0.3507586259917119,7000.0,yes,before2015,0
38,10-19y,0.4486882510438408,13000.0,no,before2015,1
25,0-9y,0.2776304436538508,12000.0,yes,since2015,0
39,10-19y,0.3836140804227317,15000.0,no,since2015,0
64,20-29y,0.5461994612154668,9000.0,no,before2015,0
23,0-9y,0.3613318581329491,11000.0,yes,before2015,1
18,0-9y,0.2275536836669774,10000.0,no,before2015,1
37,10-19y,0.6867949983714885,13000.0,yes,before2015,0
70,10-19y,0.666940244836433,9000.0,yes,before2015,0
38,10-19y,0.3500685211361733,17000.0,yes,before2015,0
26,10-19y,0.5620592676160164,8000.0,yes,since2015,0
71,20-29y,0.6624382802068757,12000.0,no,before2015,0
33,10-19y,0.5059182300320118,10000.0,no,before2015,0
23,0-9y,0.2457399176525432,13000.0,no,before2015,1
41,20-29y,0.6514777105115379,12000.0,yes,before2015,0
20,0-9y,0.3840554262356353,17000.0,no,before2015,1
65,30+y,0.5152774932024549,11000.0,yes,since2015,0
63,10-19y,0.6056771604160297,13000.0,yes,since2015,1
57,20-29y,0.6081745188043152,10000.0,yes,before2015,0
49,20-29y,0.481233804932597,7000.0,yes,before2015,0
32,10-19y,0.5671296948261138,11000.0,yes,since2015,0
29,10-19y,0.6575450568373521,13000.0,yes,before2015,0
31,10-19y,0.4633341165020996,11000.0,no,since2015,0
69,30+y,0.4099015796951398,10000.0,yes,before2015,0
36,0-9y,0.6237900769375626,8000.0,no,before2015,1
32,10-19y,0.6811481136521422,14000.0,yes,before2015,0
19,0-9y,0.5013713614016168,11000.0,yes,before2015,0
20,0-9y,0.196580683690525,15000.0,yes,before2015,1
73,30+y,0.5755602108751551,9000.0,yes,since2015,0
23,0-9y,0.4715380236955649,14000.0,no,before2015,1
38,10-19y,0.5861360604483771,14000.0,yes,before2015,0
53,0-9y,0.6207307927876982,8000.0,yes,before2015,1
50,20-29y,0.5650533271502788,11000.0,yes,before2015,0
66,0-9y,0.7403233056364579,10000.0,yes,since2015,0
44,10-19y,0.5804717515794329,11000.0,yes,before2015,0
60,20-29y,0.4704665936904266,9000.0,yes,before2015,0
74,30+y,0.6843084001191895,14000.0,yes,before2015,0
47,10-19y,0.5515933043764039,13000.0,yes,since2015,0
21,0-9y,0.4540926707599216,9000.0,no,before2015,1
41,20-29y,0.6641891015620235,13000.0,yes,before2015,0
70,10-19y,0.5978510844277737,12000.0,yes,before2015,0
46,20-29y,0.5045698916727219,7000.0,yes,since2015,0
59,20-29y,0.5832958365331581,14000.0,yes,before2015,0
49,10-19y,0.7200874460428613,12000.0,yes,before2015,0
30,10-19y,0.6002465292424253,7000.0,no,before2015,0
36,10-19y,0.4977088999668306,11000.0,yes,before2015,1
73,20-29y,0.3144599834469865,10000.0,yes,since2015,0
22,0-9y,0.3161664618349704,13000.0,yes,before2015,1
16,0-9y,0.3082204398310873,13000.0,no,before2015,1
29,0-9y,0.5822555143238901,13000.0,yes,since2015,0
43,0-9y,0.3230986555294417,6000.0,no,before2015,1
51,20-29y,0.5272677134348829,12000.0,yes,before2015,0
20,0-9y,0.7387365848026437,11000.0,yes,before2015,1
44,20-29y,0.5628766176819733,10000.0,yes,before2015,0
25,0-9y,0.6578040520558444,14000.0,yes,before2015,1
17,0-9y,0.5135702694991496,9000.0,no,before2015,1
39,0-9y,0.4809742536849557,14000.0,yes,before2015,1
28,0-9y,0.4974447856527828,15000.0,yes,before2015,0
20,0-9y,0.5421766916223107,7000.0,yes,before2015,0
23,0-9y,0.3547285539804473,9000.0,no,before2015,1
28,10-19y,0.2881664672395424,9000.0,yes,before2015,0
72,10-19y,0.4454055686003449,14000.0,yes,before2015,0
42,20-29y,0.5503647277916662,8000.0,yes,since2015,0
30,10-19y,0.4250601733588461,11000.0,no,before2015,0
61,20-29y,0.6216551427948755,11000.0,yes,since2015,0
23,0-9y,0.522834109859868,11000.0,yes,before2015,1
70,30+y,0.6931800347068969,14000.0,yes,since2015,0
50,20-29y,0.622640063013135,10000.0,yes,since2015,0
67,30+y,0.5739688765741837,13000.0,yes,since2015,0
62,20-29y,0.5466866988069963,8000.0,yes,before2015,0
64,20-29y,0.6069875300207482,11000.0,yes,before2015,0
48,20-29y,0.7228069444299715,12000.0,yes,since2015,0
68,10-19y,0.6854959050234728,13000.0,yes,since2015,0
34,10-19y,0.3990621047256103,11000.0,yes,before2015,0
74,10-19y,0.5910989151873356,10000.0,no,since2015,0
61,20-29y,0.4919497683527119,7000.0,yes,before2015,0
66,20-29y,0.3883294126398464,10000.0,yes,before2015,0
39,10-19y,0.4980538083280816,12000.0,yes,since2015,0
71,30+y,0.606835028756197,11000.0,yes,before2015,0
36,10-19y,0.5043915324742732,10000.0,no,before2015,1
66,30+y,0.5452234138072727,13000.0,yes,before2015,0
22,0-9y,0.3719807005181177,10000.0,no,before2015,1
18,0-9y,0.3260288993113341,19000.0,no,before2015,1
57,20-29y,0.5298649623852705,11000.0,yes,before2015,0
43,20-29y,0.3940178472726093,11000.0,yes,before2015,0
18,0-9y,0.4404396695602368,13000.0,no,before2015,1
60,10-19y,0.6080560740690575,9000.0,yes,since2015,0
23,0-9y,0.2157278264088223,10000.0,no,before2015,1
25,0-9y,0.3275908244575751,14000.0,no,before2015,1
29,10-19y,0.7764554390782819,12000.0,yes,before2015,0
53,20-29y,0.5454437446082123,11000.0,yes,before2015,0
20,0-9y,0.3269877087775192,10000.0,no,before2015,1
26,0-9y,0.4928181363365424,11000.0,yes,before2015,1
67,30+y,0.6299848044740747,15000.0,no,since2015,0
41,10-19y,0.5447521777586471,9000.0,no,before2015,0
37,10-19y,0.3942650149428709,11000.0,no,before2015,0
56,20-29y,0.4183048565105679,13000.0,no,before2015,0
33,10-19y,0.7646900997648359,11000.0,no,before2015,1
43,0-9y,0.6966010337271471,10000.0,yes,before2015,0
55,20-29y,0.6321993849634755,10000.0,yes,before2015,0
45,10-19y,0.6031632370958914,11000.0,yes,before2015,0
23,0-9y,0.5087644219573085,11000.0,no,before2015,1
26,10-19y,0.5478432125011079,15000.0,yes,before2015,1
49,20-29y,0.4070005307400174,9000.0,no,before2015,1
27,0-9y,0.3373787641557072,13000.0,yes,before2015,1
32,0-9y,0.4616897166171542,10000.0,yes,before2015,1
61,20-29y,0.5586102096002697,11000.0,yes,since2015,0
30,0-9y,0.6379102144121085,10000.0,yes,before2015,0
67,30+y,0.6082079204337881,12000.0,no,before2015,0
17,0-9y,0.3904928315382309,11000.0,no,before2015,1
63,20-29y,0.5829590446374744,10000.0,yes,since2015,1
22,0-9y,0.3528605617419292,10000.0,yes,before2015,1
65,30+y,0.7180679557502564,12000.0,yes,before2015,0
67,10-19y,0.5744303378575564,12000.0,no,before2015,1
68,30+y,0.5837375306849749,10000.0,no,before2015,0
68,30+y,0.1995862649955144,8000.0,yes,before2015,0
21,0-9y,0.3485104683249054,13000.0,yes,before2015,1
63,20-29y,0.3763609329888923,15000.0,yes,before2015,0
28,10-19y,0.4546562937959736,18000.0,no,before2015,0
28,10-19y,0.2543928838634379,16000.0,no,before2015,0
24,0-9y,0.4301725188324181,14000.0,no,before2015,1
64,20-29y,0.5859101362400143,10000.0,no,before2015,0
55,20-29y,0.5000798154654826,14000.0,yes,before2015,0
19,0-9y,0.2983002002798249,17000.0,no,before2015,1
49,0-9y,0.5635661989200738,14000.0,yes,since2015,0
32,10-19y,0.5528557246369896,12000.0,yes,before2015,0
35,10-19y,0.4849151408745666,13000.0,yes,before2015,1
20,0-9y,0.2052827746067424,13000.0,no,before2015,1
18,0-9y,0.2412935569513577,12000.0,no,before2015,0
40,10-19y,0.6200389582828856,12000.0,yes,since2015,0
24,0-9y,0.3042562428251973,14000.0,yes,before2015,1
57,20-29y,0.6608490340692316,10000.0,yes,since2015,0
45,20-29y,0.6135322636094647,11000.0,yes,since2015,0
61,20-29y,0.6831496294142616,9000.0,yes,since2015,0
27,10-19y,0.1428568741606682,8000.0,yes,before2015,1
22,0-9y,0.5689042718463312,14000.0,yes,before2015,1
72,20-29y,0.4856727576949824,14000.0,yes,before2015,0
55,10-19y,0.6793754625742531,10000.0,no,before2015,0
48,10-19y,0.5282959648021781,12000.0,yes,since2015,0
28,0-9y,0.4694285820819799,17000.0,yes,before2015,1
21,0-9y,0.1966518580351812,15000.0,yes,before2015,0
16,0-9y,0.4074307626863781,14000.0,yes,before2015,0
44,20-29y,0.4344065093807981,11000.0,yes,before2015,1
19,0-9y,0.4547714598756744,14000.0,no,before2015,1
49,20-29y,0.5371232990680931,14000.0,yes,since2015,0
69,20-29y,0.6340212804612396,9000.0,yes,before2015,0
23,0-9y,0.3376774662073182,16000.0,no,before2015,1
69,30+y,0.6111742157695501,12000.0,no,before2015,0
22,0-9y,0.4061774183487175,16000.0,yes,before2015,1
42,10-19y,0.5932952607036057,8000.0,yes,before2015,0
22,0-9y,0.4310118692564083,8000.0,no,before2015,1
60,20-29y,0.6606202402761614,7000.0,yes,before2015,0
18,0-9y,0.3597423112305584,16000.0,no,before2015,1
69,0-9y,0.6952752089780221,10000.0,no,since2015,0
71,0-9y,0.5537761327931844,12000.0,yes,before2015,0
66,0-9y,0.8012142311019844,10000.0,yes,since2015,0
24,0-9y,0.613793495440892,14000.0,yes,since2015,1
50,20-29y,0.4748507882647603,12000.0,no,before2015,1
33,0-9y,0.5121611533628815,12000.0,no,before2015,0
21,0-9y,0.4921613731854921,15000.0,yes,before2015,0
71,30+y,0.5570043831736404,15000.0,yes,since2015,0
68,10-19y,0.6855793795050787,7000.0,yes,since2015,0
39,10-19y,0.4472392183805535,11000.0,no,before2015,0
30,10-19y,0.3626070571005141,12000.0,no,before2015,0
19,0-9y,0.3311444080390952,15000.0,no,before2015,1
54,0-9y,0.6665708808245926,7000.0,yes,before2015,1
42,10-19y,0.7597218689925157,12000.0,yes,before2015,0
36,10-19y,0.3554484102410427,9000.0,yes,before2015,0
23,0-9y,0.4911714317868657,9000.0,yes,before2015,1
26,10-19y,0.5090413982006466,11000.0,no,before2015,1
40,10-19y,0.5727872533240705,15000.0,yes,since2015,0
29,0-9y,0.6231426423796359,16000.0,yes,since2015,0
53,0-9y,0.5535588872675963,12000.0,yes,before2015,1
19,0-9y,0.4555194990814978,13000.0,no,before2015,0
45,20-29y,0.5543950016032893,16000.0,no,since2015,0
17,0-9y,0.2544700935636953,13000.0,yes,before2015,1
46,20-29y,0.397751130243592,18000.0,no,before2015,1
59,20-29y,0.6675682172147324,11000.0,yes,since2015,0
